longitude,latitude
104.908885,9.225295
104.93394,8.876659
105.034,9.23901
105.165301,9.176939
105.1542,9.1558
105.975838,9.321417
106.272266,10.485861
106.342081,9.933951
104.959639,9.018568
107.5071,10.68991
107.07779,10.34006
107.119035,10.406569
107.24898,10.463175
106.67884,10.97393
106.73856,10.9391
106.7135,10.92365
106.473954,10.802783
106.483465,10.801107
106.463475,10.800387
106.476436,10.787
106.48701,10.641901
106.486841,10.620537
106.761573,10.829208
106.783767,10.81769
106.832735,10.870121
106.736487,10.657887
106.716484,10.813727
106.59421,10.75621
106.66485,10.75458
106.68315,10.77457
106.68797,10.77681
106.688311,10.781581
106.68615,10.77106
106.68806,10.78428
106.68015,10.78695
106.68396,10.77194
106.67957,10.76731
106.69115,10.77597
106.684525,10.785537
106.696296,10.780404
106.67659,10.76891
106.68024,10.77889
106.69138,10.76952
106.68871,10.79105
106.68453,10.76425
106.68913,10.76013
106.69121,10.79221
106.702018,10.792505
106.69584,10.76957
106.68736,10.76615
106.69633,10.7669
106.699485,10.768441
106.70474,10.776671
106.70021,10.78591
106.687067,10.76249
106.69124,10.76368
106.696885,10.786983
106.705335,10.780784
106.70604,10.77264
106.695109,10.774876
106.69785,10.77339
106.692317,10.771779
106.69221,10.78949
106.701912,10.788379
106.688533,10.770351
106.710308,10.803454
106.70622,10.806021
106.698622,10.800694
106.69554,10.80238
106.70083,10.81095
106.67153,10.75447
106.78334,10.765513
105.92229,10.168209
105.94376,10.20167
105.8361,10.0141
105.770709,10.02994
106.62446,11.03726
106.82334,10.98787
106.9133,10.9609
106.727751,10.874253
106.727734,10.868156
106.75681,10.842624
106.65725,10.78019
106.77096,10.82291
106.785227,10.837332
106.820772,10.862365
106.83464,10.849
106.744305,10.706056
106.721607,10.75353
106.72235,10.73217
106.704299,10.762851
106.6793,10.77221
106.777291,10.766599
106.735569,10.795637
106.707182,10.709997
106.639788,10.83628
106.642804,10.836411
106.585128,10.818631
106.658199,10.758616
106.684584,10.757556
106.65873,10.75555
106.67507,10.75552
106.67827,10.76117
106.67513,10.75826
106.65619,10.75564
106.65908,10.752831
106.67858,10.75684
106.670995,10.753631
106.683375,10.754615
106.705316,10.764655
106.7004,10.76394
106.706861,10.792821
106.711376,10.807253
106.70258,10.80481
106.69877,10.80874
106.70674,10.80868
106.70304,10.80776
106.70606,10.80295
106.72523,10.87246
106.72335,10.891477
106.797542,10.87313
106.727608,10.852175
106.64714,10.764444
106.795025,10.788061
106.760615,10.823767
106.730053,10.794443
106.69822,10.78997
106.668728,10.833857
106.71203,10.81326
106.695517,10.813948
107.2362,10.9473
106.686977,10.742977
106.607886,10.704247
106.713379,10.705711
106.67973,10.75444
106.66291,10.75241
106.693173,10.741971
106.73951,10.76093
106.74487,10.7661
106.609394,10.792783
106.643669,10.802753
106.666227,10.802998
106.70182,10.72395
106.594559,10.970732
106.64608,10.781771
106.879616,11.53594
106.3408,9.9553
106.52006,9.59871
106.30906,10.10218
106.31471,10.15231
106.27898,10.15363
106.19706,10.29041
106.18478,10.18714
105.3089,10.1732
105.3042,10.1596
105.53426,10.25546
105.64209,9.98024
105.67847,9.99355
105.771362,10.024422
105.752076,10.06341
105.742084,10.067717
105.16552,9.255219
104.870395,9.207498
105.075789,9.351171
105.11583,9.21429
104.868506,8.7911
105.24045,8.793459
105.205205,8.817144
105.122943,8.813911
105.256694,9.074841
105.284113,9.066113
105.121341,8.95439
105.343766,9.056082
105.075259,8.957353
105.1157,9.157752
105.033575,9.41821
104.866772,9.031656
104.971757,9.075809
104.816699,9.03852
104.878429,9.143731
104.84336,9.190417
105.00298,9.13651
104.962589,8.999899
105.081475,9.191671
105.08576,9.45218
105.138305,9.294952
105.15864,9.43882
105.2687,9.3665
104.958262,8.890749
104.92881,8.985728
104.88454,9.039982
105.13503,9.129265
105.55504,10.676859
105.4711,10.89195
105.53615,10.84467
105.35565,10.68426
105.82398,10.27302
104.49561,10.14211
103.99161,10.36351
106.36103,10.29739
106.3759,10.2598
107.6349,11.2427
108.120548,10.960477
106.14398,9.701556
106.1123,11.41668
106.3031,11.0273
106.392119,11.005216
106.33175,11.149364
106.390555,11.013066
106.315705,11.024703
106.397254,11.004626
106.3225,11.1467
106.34353,11.195162
105.058406,8.898834
105.06551,8.977578
105.023646,8.924723
105.08199,8.99909
105.359611,9.089315
105.35365,9.19662
107.7205,11.13917
107.7461,11.1172
107.93339,10.85485
108.795247,11.752704
106.03175,10.24658
105.629469,10.114264
105.777355,10.066216
105.765229,10.012157
105.765434,10.060702
104.91296,9.06016
104.890018,8.915031
105.046653,8.977009
105.036291,9.006449
105.05768,9.03929
108.88835,11.47143
107.883753,10.828263
108.35752,11.209265
106.569866,10.054474
106.291,11.0741
106.607361,11.700373
106.9492,10.7896
107.054323,10.65914
106.675876,10.980435
108.82608,11.921541
108.111494,11.029888
108.16637,11.04785
105.45422,9.15564
105.027875,8.975073
105.562652,10.677006
106.612514,10.799127
104.984182,9.384883
104.740937,8.609009
105.232379,8.989628
104.528526,8.94718
104.8629,9.0732
105.166143,9.184502
104.03946,10.01578
106.594468,10.829128
109.01672,11.55476
106.643891,10.766093
109.0993,11.5881
105.625437,9.277965
105.633488,9.284646
105.362968,9.289424
105.345488,9.259398
105.38301,9.31412
105.534617,9.23477
106.723985,10.626398
106.72688,10.63424
106.83582,11.10014
106.80562,10.88943
106.81841,10.89571
106.81084,10.87725
106.7501,10.87127
106.59966,11.12557
106.603647,11.265641
106.47843,10.978039
106.575977,10.832233
106.80386,10.873009
106.665086,10.768312
106.717723,10.734617
106.7094,10.76175
106.687031,10.769789
106.73687,10.700167
106.620954,10.801705
106.8021,10.87191
106.800297,10.825936
106.703847,10.755503
106.802665,10.874729
106.644411,10.75807
106.621095,10.719485
106.737315,10.795068
106.733481,10.80899
106.753446,10.788818
106.60111,10.80655
106.548194,10.763119
106.653427,10.791446
106.824627,10.833178
106.806303,10.850187
106.678768,10.786368
106.705736,10.784051
106.56167,10.86005
106.680203,10.821995
106.677529,10.842631
106.668232,10.845729
106.623122,10.76232
106.59716,10.68271
106.579708,10.822116
106.57191,10.826775
106.564422,10.83214
106.51155,10.81124
106.747243,10.95041
106.59532,11.06999
105.1425,10.742
105.30096,10.41948
106.42271,10.605807
106.4462,10.65237
106.4539,10.65128
106.773982,10.813988
106.706449,10.762278
106.6554,10.798572
106.673753,10.772006
106.62748,10.74103
106.680105,10.780796
106.711067,10.796748
106.692644,10.810924
106.5908,10.83294
106.690545,10.775239
106.62202,10.59191
106.8549,10.51948
106.433123,10.577757
106.528679,10.725525
106.580337,10.969326
106.601079,10.711318
106.66935,10.86465
106.660369,10.727623
106.574323,10.654969
106.604854,10.750554
106.52625,10.92416
106.583451,10.823572
106.587385,10.832417
105.764098,10.898889
108.05611,10.88678
105.96321,9.63009
106.14978,9.45996
105.9451,9.66108
108.97272,11.55167
107.46347,11.460824
106.17436,11.136497
105.558635,9.961528
105.385899,9.727226
105.70297,9.93949
105.563898,9.81971
105.631599,9.926061
105.719801,9.95646
105.426965,9.710145
105.463769,9.666771
105.46983,9.61612
105.545166,9.650935
103.957091,10.221929
104.018484,10.067317
109.00999,11.51644
109.04613,11.60209
108.317258,11.888483
109.00045,11.56897
107.219806,11.96136
106.50366,10.83211
107.00669,10.802063
106.99329,10.9022
107.02882,10.65047
107.01182,10.79236
106.84454,11.00812
106.94276,10.85623
106.85655,11.00685
106.96395,10.983698
106.958731,10.872161
106.96621,10.85549
107.0266,10.961235
106.84509,11.01402
106.97408,10.79683
107.024609,11.083792
107.402601,10.932816
107.25305,10.92568
107.03975,10.79233
104.005939,10.081457
104.016228,10.051556
108.98508,11.55216
108.4493,11.91151
108.450693,11.929339
108.451308,11.93653
106.958536,11.824649
106.87588,11.503701
106.163485,9.403666
104.03541,10.05668
105.80472,10.397478
106.504725,11.970609
106.5577,10.4303
108.97108,11.5752
108.407651,11.938011
108.47685,11.96928
108.472035,11.973259
108.431225,11.934738
108.4304,11.9367
108.420235,11.948088
107.814,11.6425
107.79463,11.71987
106.652834,11.622656
106.625085,11.454681
106.573341,11.436377
106.308242,10.476605
106.47533,10.798109
106.48729,10.61337
106.66829,11.08096
106.599511,11.138178
106.60643,11.145766
106.388368,10.378432
106.791227,10.863288
106.792867,10.810337
106.789725,10.779287
106.854984,10.81088
106.840223,10.795899
106.7348,10.74434
106.757319,10.810354
106.710318,10.772286
106.712551,10.786043
106.741353,10.64016
106.731767,10.597628
106.714377,10.669869
106.693971,10.653557
106.7067,10.65202
106.6498,10.82963
106.494069,11.046245
106.624048,10.961731
106.668027,10.642678
106.6479,10.64839
105.101822,9.999125
105.29067,9.86479
106.682871,10.89394
106.607155,10.744055
106.45721,10.94691
106.477806,11.009952
106.5883,10.71289
106.628276,10.917398
105.67444,10.83467
106.39304,10.542411
106.33323,11.13529
106.666303,10.863789
106.58788,10.74913
106.588053,10.816214
106.486903,11.066842
106.581364,10.774645
106.489549,11.128738
106.4593,10.8357
106.15601,10.92778
106.209324,10.805722
106.288095,10.83319
106.20604,11.29308
106.812449,10.828276
106.66143,10.84403
106.731146,10.815016
106.770294,10.813078
106.72434,10.88467
106.72802,10.808884
106.668,10.771549
106.61305,10.85231
106.63582,10.86764
106.679783,10.795177
106.687421,10.801606
106.57852,10.7659
106.54341,10.73303
106.63159,10.87697
106.64647,10.88439
106.680589,10.720956
106.70071,10.718285
106.640492,10.829956
106.614031,10.735105
106.603657,10.789625
106.596153,10.764817
106.75795,10.80389
106.674767,10.829287
106.74216,10.768122
106.814285,10.791856
106.622622,10.742485
106.584577,10.800691
106.76583,10.886682
106.720461,10.856884
106.5908,10.75503
106.72738,11.00261
106.616292,10.984423
105.553483,9.720607
105.782167,10.018306
106.737488,10.758324
106.9486,10.78818
106.83347,10.94876
109.09093,11.58794
107.50065,10.58766
107.16763,10.52713
106.36519,11.0634
106.84611,11.490139
106.078709,11.330386
106.29368,11.51082
106.171,11.3825
106.750473,12.003294
106.591909,11.968754
106.7108,10.9052
105.474021,9.793046
107.147992,10.951956
106.91674,10.68496
106.793589,10.791503
106.77256,10.72363
104.94467,10.606606
106.6955,10.95644
106.9841,10.7947
106.887646,11.1398
106.582597,10.982951
106.821848,10.84036
106.685041,10.834267
106.677466,10.814902
106.682989,10.765204
106.658087,10.756993
106.743038,10.756785
106.559585,10.821112
106.682904,10.758218
106.768106,10.878575
106.774901,10.820847
106.768899,10.81712
106.696228,10.76454
106.692046,10.750227
107.07712,10.3363
107.08501,10.369797
107.80982,11.549819
106.645129,10.803198
106.631302,10.795897
106.663437,10.759863
106.662613,10.760916
106.70107,10.72801
106.58945,10.621391
106.5674,10.65522
106.948262,10.96332
106.94211,10.70529
106.82203,10.7189
106.852846,10.68002
106.8958,10.9421
106.83324,10.95977
107.02145,10.79046
106.8895,11.0781
107.111889,10.37492
107.166033,11.03721
107.146418,10.9511
107.138417,10.94414
106.883873,10.73417
106.951665,10.781531
106.8889,11.0546
106.852206,10.910081
106.899498,10.96301
106.90218,10.96837
106.894864,10.97514
106.91547,10.95958
106.900359,10.9661
106.801737,10.869048
106.72907,10.716367
106.71178,10.728214
106.729499,10.720985
106.72176,10.87856
106.690405,10.85237
106.641739,10.7635
106.663565,10.759907
106.662739,10.760298
106.658384,10.751645
106.658125,10.751692
106.658108,10.751546
106.698819,10.761063
106.70204,10.788948
106.701749,10.788427
106.740173,10.678523
106.682416,10.830272
106.686687,10.821295
106.68391,10.82859
106.684498,10.808006
106.3331,10.3606
106.3922,10.3563
106.657997,11.047992
107.23128,10.9515
106.74939,10.89461
106.871407,10.994795
107.061905,10.454885
107.0645,10.466473
106.777429,11.074509
107.02245,10.68386
106.8672,11.0737
106.90402,10.97792
106.600246,11.285147
106.484933,10.811576
106.20702,10.48433
106.33331,10.356903
105.84251,10.35439
106.0458,10.3864
106.64674,10.34256
106.59595,10.37331
106.6623,10.3551
106.14954,10.40522
106.11596,10.41341
106.50368,10.35161
105.94409,10.349
106.65116,10.795345
106.639832,10.800708
106.63821,10.800142
106.66595,10.781521
106.717354,10.734478
106.736119,10.7231
106.711257,10.795603
106.701203,10.795727
106.716075,10.802092
106.701408,10.799657
106.713403,10.808357
107.12128,10.9438
107.16992,10.92535
107.08802,10.364695
107.087952,10.369145
107.089199,10.336698
107.115018,10.394754
107.098099,10.383106
107.072108,10.334199
107.08147,10.33884
105.15434,10.86097
105.1822,10.8881
105.439576,10.387402
105.438984,10.378767
109.02145,11.58107
104.96234,10.4115
105.4388,10.3864
105.345827,10.44931
105.17336,10.44133
105.15532,10.49116
105.21687,10.53159
105.12881,10.70485
106.156551,11.390825
108.43162,11.93689
105.163768,9.450257
105.185449,9.290357
105.132879,9.264519
108.8225,11.8349
105.081024,8.892043
104.879108,9.055444
104.969088,8.941825
108.1136,10.9241
105.0138,9.0552
105.029671,9.045131
104.912634,9.155978
105.307804,8.997811
105.28682,9.044002
